Reach,Ingoings,Outgoings,Split Ratio,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19,P_20,P_21,N_0,N_1,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9,N_10,N_11,N_12,N_13,N_14,N_15,N_16,N_17,N_18,N_19,N_20,N_21,BMPs
33,3 29 33_0,44,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33_0,,33,,199.92910000000006,202.57547999999997,137.81696699999986,127.91747999999995,235.78351999999984,474.0581609999999,179.31237320000002,338.629374,541.2209999999998,158.87221,87.14588494999998,149.67814999999996,457.8967755299998,371.3244454741001,47.82324297079998,165.27357000000006,297.1159399999997,112.75805143329995,163.9858230000001,113.501508,399.32418800000005,111.63892135040004,176.16983999999997,149.81633999999997,101.73494700000009,86.27607999999987,176.0698299999999,307.0511,140.5021003999999,287.94390799999996,424.22513000000004,119.40918999999997,68.07436570000004,114.4534900000001,401.53393097000003,289.56123198240016,33.246974464999994,113.04346999999984,256.76148999999987,106.12083484775991,112.71184399999999,82.92880500000001,344.16134699999975,89.27831655379009, BMP26_33 BMP27_33 BMP28_33 BMP29_33 BMP30_33 BMP31_33 BMP32_33 BMP33_33 BMP34_33
34,12 22 34_0,46,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34_0,,34,,59.40360000000004,53.18288800669001,77.97813613599999,141.04084999999998,81.74015000000009,227.31598299999973,156.70356200000003,185.51630999999975,134.09630059999995,143.65353977639995,103.14811380999998,202.08507999999983,88.9754109999999,154.5267961599999,40.12603486821001,78.55620258110002,116.27343000000008,35.26698610020003,343.95849,80.333126,163.4088763000001,18.786876037699983,93.36499199999992,60.88665148000004,70.10981706999996,136.94074430000023,95.18183600000009,231.72444909999967,157.08201300000007,182.13443599999982,142.94427290000021,197.88469400000008,134.4986814,185.91809999999998,122.03389689999995,172.2649682,44.583675810000074,90.12541584999997,144.18099699999993,45.18064526388997,337.96521899999993,102.92049680000008,196.93679395000026,20.7718317481, BMP21_34 BMP22_34 BMP23_34 BMP24_34 BMP25_34
35,16 31 35_0,39,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35_0,,35,,1.829200000000128,2.859729834500058,2.2664799000001494,1.7691360000003442,1.6677899999997408,3.918419999999969,4.052720000000136,12.618519999999762,8.962129999999888,2.728700000000117,1.9877529999998842,3.0626879999997527,8.613153900000043,6.160998710000058,0.8785753249999289,2.3260599999998703,4.617185999999947,2.7332908210000824,2.830769999999802,2.1615969999998015,5.252499000000171,3.974137940400169,1.0883045000000493,2.561543489099904,2.102127800000062,1.0257715000004737,0.7428904000000784,2.024869600000102,2.6037883999997575,11.344382999999652,7.720352600000297,1.8382836999996925,1.3789895000001025,2.472288800000115,8.646720099999925,4.733556919999842,0.7415161200000853,1.4805176999998366,3.1918068000001085,3.5745130100000324,2.1800340999998298,1.560786000000121,3.3505269999996017,3.819887599799813, BMP26_35 BMP27_35 BMP28_35 BMP29_35 BMP30_35 BMP31_35 BMP32_35 BMP33_35 BMP34_35
36,32 36_0,37,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36_0,,36,,25.557000000000016,16.85979999999995,8.795693999999912,29.375800000000027,37.874919999999975,46.70779999999991,30.64800000000014,26.1083000000001,66.56899999999996,39.49669999999992,11.040757903999975,33.81670000000008,25.14610000000016,48.925303900000245,12.892000000000053,25.414160000000265,44.02894999999967,8.660600000000159,77.24099999999999,33.073810000000094,63.07470000000012,11.60691090000023,33.21971000000008,19.78344000000004,8.384784999999965,31.037900000000263,49.84878000000003,47.84988500000031,30.83542999999986,30.3279399999999,76.30763999999954,58.48412299999973,15.794259715399903,33.52363999999989,32.27593000000002,54.414301799999976,15.994540000000029,33.32683999999995,51.777810000000045,7.746609999999919,91.8611199999998,51.15722300000016,81.25940999999989,16.50756019999983, BMP26_36 BMP27_36 BMP28_36 BMP29_36 BMP30_36 BMP31_36 BMP32_36 BMP33_36 BMP34_36
37,28 36 37_0,38,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37_0,,37,,58.56219999999985,54.94789999999989,31.282596700000113,49.43749700000035,72.01723800000036,98.53970000000027,78.50585000000001,113.75985999999966,166.70499999999947,66.28710000000001,34.780854152000074,78.72620000000006,106.34024000000045,98.68416412999932,24.304450000000088,64.6283099999996,121.55733000000055,27.027319999999918,108.09770000000026,55.634362999999894,129.85252000000037,54.73519640000018,73.48649600000022,58.72764499999994,29.004093199999943,50.24762399999963,80.66940200000022,90.56698899999992,77.5911430000001,121.16988100000026,185.19928700000082,82.80300299999999,39.01085848999992,80.69055200000003,128.4861549999996,107.92093109999996,22.223524999999654,70.89125899999999,140.49534500000004,29.049516999999923,135.53297499999962,68.8612619999999,170.27274400000033,64.9388005000003, BMP26_37 BMP27_37 BMP28_37 BMP29_37 BMP30_37 BMP31_37 BMP32_37 BMP33_37 BMP34_37
38,6 37 38_0,39,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38_0,,38,,33.955349999999726,24.523039900000185,16.57187799999997,56.62501129999964,64.7219570000002,97.72812999999951,46.77277000000004,51.15102900000011,94.7154599999999,78.56938000000036,28.584968364000133,45.052106000000094,48.15042199999971,72.20409240000072,21.630973499999982,51.886847000000216,67.29043999999976,16.448810000000094,143.28990999999996,48.042291999999634,116.6608369999999,20.805301999999983,37.2181999999998,20.623598999999786,9.905781000000161,50.05382699999927,70.85238299999946,84.25695099999984,36.778769999999895,45.2584439999996,90.70459999999957,103.42731999999978,30.046507380000094,36.08009000000038,43.65498599999955,63.192984000000706,23.810384000000113,48.911195000000134,58.60554000000002,12.283673000000135,140.48960000000034,57.984546000000364,116.69847299999947,19.902780999999777, BMP26_38 BMP27_38 BMP28_38 BMP29_38 BMP30_38 BMP31_38 BMP32_38 BMP33_38 BMP34_38
39,35 38 39_0,40,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39_0,,39,,149.16100000000006,118.4086999999995,115.44174000000021,183.8788000000004,205.07295000000067,323.64174,169.987000000001,370.0511000000006,447.45600000000013,136.88150000000041,114.85236200000008,154.60360000000037,296.4256999999998,290.8185289999992,50.73372119999976,173.55189000000064,219.0081,73.5284999999999,190.78259999999955,95.67092000000002,322.8416100000004,109.53317999999945,166.00469999999996,113.95413000000008,93.97574099999929,176.37698,200.22970000000078,277.7982400000001,171.02745500000037,377.5031200000003,429.4853599999997,163.30870500000037,132.3087749999995,160.81793900000002,314.59982300000047,281.9722829999996,48.37619900000004,177.57629000000043,232.35391299999992,82.49030999999991,218.6947,106.07468899999958,340.8425240000006,115.68475099999978, BMP26_39 BMP27_39 BMP28_39 BMP29_39 BMP30_39 BMP31_39 BMP32_39 BMP33_39 BMP34_39
40,39 40_0,41,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40_0,,40,,16.029999999999745,6.070000000000164,11.644244000000072,48.76599999999962,30.05199999999968,73.60069999999996,28.625999999999294,29.266099999998914,53.659999999999854,51.28699999999935,22.637819999999465,31.77099999999973,19.722999999999956,51.74604999999974,9.963000000000193,29.781299999999646,34.66600000000017,4.867000000000189,66.15200000000004,23.83640000000014,62.34090000000015,6.476690000000417,11.347800000000007,1.5874399999997877,4.071440000000166,34.15110000000004,28.823719999999867,53.03189999999995,15.638100000000122,16.340470000000096,39.60369999999966,62.13153999999986,18.871320000000196,21.009399999999914,11.782820000000356,34.23569000000043,12.003400000000056,20.573019999999815,21.01353999999992,2.647420000000011,50.22620000000006,22.906549999999697,43.806430000000546,3.083230000000185, BMP26_40 BMP27_40 BMP28_40 BMP29_40 BMP30_40 BMP31_40 BMP32_40 BMP33_40 BMP34_40
41,9 40 41_0 41_a,42,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41_0,,41,,74.99214000000029,50.250245879999966,38.64398210000036,27.302910000000338,64.03570000000036,224.20832299999984,62.89890000000014,156.90218000000095,236.59717999999975,59.2024879999999,17.34708000000046,50.91687000000002,196.26348000000053,174.64362600000004,0,33.677231000000575,106.82722000000012,27.592119351400015,37.897500000000036,30.753494000000046,142.51285000000007,25.424559791300453,101.02300999999989,54.52399000000014,40.51556900000014,51.3079800000005,76.62584999999945,186.32027300000118,76.28629999999976,168.4662699999999,227.79684999999972,80.94061000000056,38.295930000000226,71.20343999999977,215.67723999999998,177.26506999999992,5.228799999999865,51.21293000000014,143.1007499999996,44.6914729349196,65.24182999999994,52.51837500000056,158.72309999999834,42.93651760960029, BMP26_41 BMP27_41 BMP28_41 BMP29_41 BMP30_41 BMP31_41 BMP32_41 BMP33_41 BMP34_41
41_a,,41,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7433680000003733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,41 42_0 42_a,43,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42_0,,42,,0,0,0,0,0,1.1790000000000873,0,0,0,0.7550000000001091,0,0.07999999999992724,0,1.0300000000006548,0,0,0,0,0.004000000000814907,0,0.009000000000014552,0,0.9174000000002707,0,0,0.066899999999805,0.16310000000066793,2.1292999999996027,0,1.076799999999821,1.3759000000000015,2.735099999999875,0.8341200000004392,1.5693999999998596,0.36679999999978463,1.3118700000004537,0.10390000000029431,0.26749999999992724,2.3106000000002496,0,2.0021999999999025,1.5712199999993572,1.056600000000799,0, BMP26_42 BMP27_42 BMP28_42 BMP29_42 BMP30_42 BMP31_42 BMP32_42 BMP33_42 BMP34_42
42_a,,42,,-0.6700000000000728,-0.95699999999988,-1.380800000000363,-0.5840000000007421,-0.7840000000005602,0,-0.30599999999958527,-0.5630000000001019,-0.22000000000025466,0,-0.41580000000021755,0,-1.404000000000451,0,-0.724999999999909,-0.9020000000000437,-0.18500000000040018,-0.8070000000002437,0,-0.36690000000044165,0,-0.9702400000001035,0,-0.288300000000163,-0.5132100000000719,0,0,0,-0.5084000000006199,0,0,0,0,0,0,0,0,0,0,-0.36279999999942447,0,0,0,-0.21887999999989916,
43,42 43_0,44,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43_0,,43,,24.01000000000022,22.221000000000004,9.771339999999782,9.353000000000065,14.128000000000611,61.667999999999665,21.152000000000044,38.57299999999941,50.17000000000007,18.33600000000024,7.196300000000065,19.99499999999989,57.016999999999825,52.0041999999994,1.5160000000000764,14.173999999999978,36.11899999999969,9.557000000000244,19.92999999999938,10.859300000000076,43.363000000000284,8.358569999999872,30.72729999999956,24.044400000000223,10.048499999999422,15.689099999999598,17.939399999999296,51.98319999999967,27.29410000000098,47.57370000000083,54.00770000000011,23.995899999999892,13.748069999999643,29.769200000000183,62.798899999999776,50.95966000000044,4.583699999999681,20.00610000000006,47.32310000000007,14.104299999999512,27.62760000000071,18.43060000000014,48.90739999999914,13.839139999999134, BMP26_43 BMP27_43 BMP28_43 BMP29_43 BMP30_43 BMP31_43 BMP32_43 BMP33_43 BMP34_43
44,33 43 44_0,45,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44_0,,44,,18.232999999999265,12.30869999999959,35.9708840000003,42.05380000000059,19.584499999999935,60.571600000001126,62.13734999999997,72.92190000000028,35.96900000000096,44.589099999999235,42.38574000000017,68.24240000000009,25.087134000000333,39.47067380000044,15.453842862999863,32.446900000000824,32.38160000000062,9.996901999999864,143.17683000000034,49.25736000000052,33.47296000000006,10.706242762999864,30.436150000000453,18.541469999999663,34.72277199999962,51.20926000000054,30.961740000000646,73.74218999999903,64.71500199999991,74.04425999999876,51.42774999999983,71.57472000000053,54.35993000000008,62.54620000000068,36.28114689999984,53.43138199999976,19.616440604000218,40.52806000000055,44.19144999999935,13.384847000000264,152.4144299999989,59.543388999999934,49.1699150000004,15.064108868000403, BMP26_44 BMP27_44 BMP28_44 BMP29_44 BMP30_44 BMP31_44 BMP32_44 BMP33_44 BMP34_44
45,27 44 45_0 45_a,46,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45_0,,45,,60.87460000000101,48.35401000000002,2.2342790000002424,0,32.14285000000018,126.95429100000001,19.074997977999374,49.88471699999991,123.18978099999913,15.934979999999996,1.9959490999999616,23.11185000000023,114.66219706000084,119.54977514999973,0,4.47229999999945,76.23057999999946,7.4714772355000605,6.768170000000282,1.6619928999998592,123.21915519999857,0.3127348685002289,55.70486699999947,39.036277300000165,4.631064000000606,0,28.626549800000248,83.73232600000028,23.136608810500547,57.29341850000037,99.33559099999911,16.659701000000496,7.405382000000827,29.31373799999983,103.0615507499997,90.46703417999925,0,8.918063999999504,81.1351508000007,14.46170912271009,11.014806000000135,5.989899600000172,113.76814850000028,5.407341365200409, BMP26_45 BMP27_45 BMP28_45 BMP29_45 BMP30_45 BMP31_45 BMP32_45 BMP33_45 BMP34_45
45_a,,45,,0,0,0,-4.311900000000605,0,0,0,0,0,0,0,0,0,0,-4.987307475999842,0,0,0,0,0,0,0,0,0,0,-1.54936699999962,0,0,0,0,0,0,0,0,0,0,-0.10868073000028744,0,0,0,0,0,0,0,
46,34 45 46_0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46_0,,46,,17.41529999999966,23.015717060000497,38.869279800000186,77.80059999999958,34.97119999999995,116.01846999999907,105.85590000000047,112.0533000000014,69.8135999999995,95.29579999999896,71.48843000000033,139.29869999999937,41.60029999999824,119.4757099999988,30.40575716000012,61.81900980000046,72.22960000000057,15.53396665650007,270.85679999999957,60.42151999999987,91.75529000000097,10.716204878599456,22.639844000000267,19.611094669999147,33.933524000000034,70.69680799999969,43.350452999999106,120.45381799999996,84.35374199999933,90.91043700000046,76.24377599999934,129.2821529999992,87.40262699999948,112.14754300000004,37.607215,109.3356160000003,33.96233730999984,57.027910100000554,61.7507029999997,11.618657963939768,250.2699819999998,66.59351699999934,81.19690000000082,7.225579706600001, BMP26_46 BMP27_46 BMP28_46 BMP29_46 BMP30_46 BMP31_46 BMP32_46 BMP33_46 BMP34_46
