BMPs,Cost,P_LB,N_LB,P_UB,N_UB
BMP32_36,17991600.0,28.32171544393713,5.8418663605191385,28.32171544393713,5.8418663605191385
BMP33_36,3598320.0,4.872241968723642,4.819177947282097,4.872241968723642,4.819177947282097
BMP34_36,25188240.0,30.849492465334347,10.120756089487328,30.849492465334347,10.120756089487328
BMP26_37,3540240.0,4.231237574964641,5.678047842533196,4.231237574964641,5.678047842533196
BMP27_37,97356600.0,14.866657956940282,14.09684570136607,14.866657956940282,14.09684570136607
BMP28_37,47793240.0,41.225903133623234,16.679265537441264,41.225903133623234,16.679265537441264
BMP29_37,44253000.0,42.53622186651551,20.386375619248998,42.53622186651551,20.386375619248998
BMP30_37,26551800.0,32.23384082914999,6.6607868922024025,32.23384082914999,6.6607868922024025
BMP31_37,44253000.0,16.548233664152036,16.373524499766397,16.548233664152036,16.373524499766397
BMP32_37,44253000.0,32.0536720033773,6.6116499397189425,32.0536720033773,6.6116499397189425
BMP33_37,8850600.0,5.514258000921662,5.454201725664099,5.514258000921662,5.454201725664099
BMP34_37,61954200.0,34.9145345701921,11.454369590033313,34.9145345701921,11.454369590033313
BMP26_38,3333264.0,4.804196629150817,6.446921928150774,4.804196629150817,6.446921928150774
BMP27_38,91664760.0,16.87977731764861,16.005723479312785,16.87977731764861,16.005723479312785
BMP28_38,44999064.0,46.808372576410086,18.937833163942898,46.808372576410086,18.937833163942898
BMP29_38,41665800.0,48.29612379059872,23.146929307418258,48.29612379059872,23.146929307418258
BMP30_38,24999480.0,36.598679869040545,7.562735338792253,36.598679869040545,7.562735338792253
BMP31_38,41665800.0,18.789058042524033,18.590691213965545,18.789058042524033,18.590691213965545
BMP32_38,41665800.0,36.394114077089604,7.506944668260179,36.394114077089604,7.506944668260179
BMP33_38,8333160.0,6.260953026377193,6.192764429060214,6.260953026377193,6.192764429060214
BMP34_38,58332120.0,39.6423708947348,13.005425197365694,39.6423708947348,13.005425197365694
BMP26_39,7625904.0,3.7473579593629998,5.028712616435509,3.7473579593629998,5.028712616435509
BMP27_39,209712360.0,13.166523513994127,12.484746130419698,13.166523513994127,12.484746130419698
BMP28_39,102949704.0,36.51135477567744,14.771843310779309,36.51135477567744,14.771843310779309
BMP29_39,95323800.0,37.67182691793178,18.055012413240572,37.67182691793178,18.055012413240572
BMP30_39,57194280.0,28.547614699456968,5.89906672312627,28.547614699456968,5.89906672312627
BMP31_39,95323800.0,14.655796096553873,14.501066477586628,14.655796096553873,14.501066477586628
BMP32_39,95323800.0,28.388049779896996,5.855549017791732,28.388049779896996,5.855549017791732
BMP33_39,19064760.0,4.883653598653716,4.830465292133725,4.883653598653716,4.830465292133725
BMP34_39,133453320.0,30.92174729048566,10.144460643540095,30.92174729048566,10.144460643540095
BMP26_40,3584064.0,6.129838854099017,8.225848268726423,6.129838854099017,8.225848268726423
BMP27_40,98561760.0,21.53748541898274,20.422250221011176,21.53748541898274,20.422250221011176
BMP28_40,48384864.0,59.72440411264733,24.163429289383867,59.72440411264733,24.163429289383867
BMP29_40,44800800.0,61.62267679004572,29.533959072523523,61.62267679004572,29.533959072523523
BMP30_40,26880480.0,46.69750786400077,9.649552776775225,46.69750786400077,9.649552776775225
BMP31_40,44800800.0,23.973602021644023,23.7204989979909,23.973602021644023,23.7204989979909
BMP32_40,44800800.0,46.43649537085849,9.578367551372786,46.43649537085849,9.578367551372786
BMP33_40,8960160.0,7.988564184051621,7.901560019670861,7.988564184051621,7.901560019670861
BMP34_40,62721120.0,50.58105738317834,16.594066988257726,50.58105738317834,16.594066988257726
BMP26_41,3230832.0,2.285465134174057,3.0669467606980896,2.285465134174057,3.0669467606980896
BMP27_41,88847880.0,8.030092335943172,7.614285130886988,8.030092335943172,7.614285130886988
BMP28_41,43616232.0,22.267802875030075,9.009156109550638,22.267802875030075,9.009156109550638
BMP29_41,40385400.0,22.975559819806552,11.011518465814103,22.975559819806552,11.011518465814103
BMP30_41,24231240.0,17.41082084150146,3.597764469280451,17.41082084150146,3.597764469280451
BMP31_41,40385400.0,8.93838041507299,8.844012822436126,8.93838041507299,8.844012822436126
BMP32_41,40385400.0,17.313504261594698,3.571223583851333,17.313504261594698,3.571223583851333
BMP33_41,8077080.0,2.978477142601029,2.946038282632107,2.978477142601029,2.946038282632107
BMP34_41,56539560.0,18.85877359102335,6.186975292254416,18.85877359102335,6.186975292254416
BMP26_42,52800.0,2.791708401598591,3.7462925647258514,2.791708401598591,3.7462925647258514
BMP27_42,1452000.0,9.808802551681243,9.300891732809758,9.808802551681243,9.300891732809758
BMP28_42,712800.0,27.200245342543177,11.004734408882188,27.200245342543177,11.004734408882188
BMP29_42,660000.0,28.06477439594145,13.450631189121472,28.06477439594145,13.450631189121472
BMP30_42,396000.0,21.267414713597525,4.394689354774556,21.267414713597525,4.394689354774556
BMP31_42,660000.0,10.91828150354236,10.803010963089257,10.91828150354236,10.803010963089257
BMP32_42,660000.0,21.148541968755264,4.3622695152721205,21.148541968755264,4.3622695152721205
BMP33_42,132000.0,3.638226433051067,3.598602184770313,3.638226433051067,3.598602184770313
BMP34_42,924000.0,23.036097068674827,7.557424808456573,23.036097068674827,7.557424808456573
BMP26_43,1461504.0,3.6734031556506035,4.9294700411311325,3.6734031556506035,4.9294700411311325
BMP27_43,40191360.0,12.906679732692378,12.238357352115946,12.906679732692378,12.238357352115946
BMP28_43,19730304.0,35.790796423635754,14.480318245822701,35.790796423635754,14.480318245822701
BMP29_43,18268800.0,36.92836643312755,17.698693397676585,36.92836643312755,17.698693397676585
BMP30_43,10961280.0,27.984222233498272,5.782647548249982,27.984222233498272,5.782647548249982
BMP31_43,18268800.0,14.366561244873521,14.214885243607947,14.366561244873521,14.214885243607947
BMP32_43,18268800.0,27.82780635719315,5.7399886728940395,27.82780635719315,5.7399886728940395
BMP33_43,3653760.0,4.787273789944657,4.735135164509616,4.787273789944657,4.735135164509616
BMP34_43,25576320.0,30.311500877916917,9.94425783297415,30.311500877916917,9.94425783297415
BMP26_44,1729200.0,3.0656263138910194,4.113872730898916,3.0656263138910194,4.113872730898916
BMP27_44,47553000.0,10.77122639061322,10.213480183827887,10.77122639061322,10.213480183827887
BMP28_44,23344200.0,29.869089414440115,12.084501147015567,29.869089414440115,12.084501147015567
BMP29_44,21615000.0,30.81844466003217,14.770385362669764,30.81844466003217,14.770385362669764
BMP30_44,12969000.0,23.35413904156462,4.825889165092959,23.35413904156462,4.825889165092959
BMP31_44,21615000.0,11.989565622456361,11.862984923044086,11.989565622456361,11.862984923044086
BMP32_44,21615000.0,23.22360269529571,4.790288343383257,23.22360269529571,4.790288343383257
BMP33_44,4323000.0,3.995203325199909,3.95169120977694,3.995203325199909,3.95169120977694
BMP34_44,30261000.0,25.296361648171704,8.298947105217238,25.296361648171704,8.298947105217238
BMP26_45,1910304.0,2.5569772942937985,3.4312985626652264,2.5569772942937985,3.4312985626652264
BMP27_45,52533360.0,8.98406344820905,8.51885854692463,8.98406344820905,8.51885854692463
BMP28_45,25789104.0,24.91320716027416,10.079439527829102,24.91320716027416,10.079439527829102
BMP29_45,23878800.0,25.70504529011998,12.319681570184574,25.70504529011998,12.319681570184574
BMP30_45,14327280.0,19.479217994207207,4.0251771600495925,19.479217994207207,4.0251771600495925
BMP31_45,23878800.0,10.00025571484452,9.894677297531743,10.00025571484452,9.894677297531743
BMP32_45,23878800.0,19.370340251353408,3.995483230180374,19.370340251353408,3.995483230180374
BMP33_45,4775760.0,3.3323187964344987,3.296026215483232,3.3323187964344987,3.296026215483232
BMP34_45,33430320.0,21.09918683485012,6.92198498506889,21.09918683485012,6.92198498506889
BMP26_46,4298448.0,3.7754128265450255,5.0663604382023575,3.7754128265450255,5.0663604382023575
BMP27_46,118207320.0,13.26509564733175,12.578214087921621,13.26509564733175,12.578214087921621
BMP28_46,58029048.0,36.78469968160192,14.882433787219425,36.78469968160192,14.882433787219425
BMP29_46,53730600.0,37.953859782725544,18.190182573315003,37.953859782725544,18.190182573315003
BMP30_46,32238360.0,28.761338487641073,5.943230514045072,28.761338487641073,5.943230514045072
BMP31_46,53730600.0,14.76551777710706,14.609629763623913,14.76551777710706,14.609629763623913
BMP32_46,53730600.0,28.600578973736575,5.899387010252937,28.600578973736575,5.899387010252937
BMP33_46,10746120.0,4.920215425561905,4.866628920927072,4.920215425561905,4.866628920927072
BMP34_46,75222840.0,31.153245194523148,10.220407883988987,31.153245194523148,10.220407883988987
